iter	Passed	Remaining
1664	658318	67611
1665	658698	67214
1666	659030	66812
1667	659404	66414
1668	659693	66008
1669	660075	65612
1670	660395	65209
1671	660785	64813
1672	661138	64414
1673	661497	64015
1674	661845	63616
1675	662161	63213
1676	662510	62814
1677	662861	62414
1678	663210	62015
1679	663577	61617
1680	663927	61218
1681	664224	60814
1682	664522	60411
1683	664851	60010
1684	665188	59610
1685	665498	59208
1686	665884	58812
1687	666231	58413
1688	666605	58017
1689	666929	57616
1690	667245	57215
1691	667633	56819
1692	667943	56418
1693	668233	56014
1694	668567	55615
1695	668889	55214
1696	669201	54813
1697	669561	54416
1698	669882	54016
1699	670272	53621
1700	670596	53221
1701	670891	52819
1702	671235	52421
1703	671575	52023
1704	671830	51618
1705	672174	51220
1706	672499	50821
1707	672827	50422
1708	673136	50022
1709	673452	49622
1710	673793	49225
1711	674191	48831
1712	674581	48437
1713	674920	48039
1714	675244	47641
1715	675558	47241
1716	675856	46841
1717	676186	46443
1718	676524	46046
1719	676847	45647
1720	677165	45249
1721	677457	44849
1722	677754	44449
1723	678074	44051
1724	678419	43654
1725	678762	43258
1726	679121	42862
1727	679443	42465
1728	679773	42068
1729	680094	41670
1730	680397	41271
1731	680675	40871
1732	680990	40474
1733	681310	40077
1734	681623	39679
1735	681955	39283
1736	682337	38889
1737	682671	38493
1738	682986	38096
1739	683314	37700
1740	683634	37303
1741	683938	36905
1742	684258	36509
1743	684539	36111
1744	684844	35713
1745	685149	35316
1746	685468	34920
1747	685765	34523
1748	686088	34127
1749	686430	33733
1750	686777	33338
1751	687087	32942
1752	687371	32545
1753	687684	32149
1754	687969	31752
1755	688307	31357
1756	688657	30964
1757	688913	30566
1758	689182	30168
1759	689495	29773
1760	689823	29379
1761	690143	28984
1762	690469	28590
1763	690838	28197
1764	691147	27802
1765	691453	27407
1766	691759	27012
1767	692030	26616
1768	692380	26223
1769	692667	25828
1770	692966	25433
1771	693270	25039
1772	693572	24644
1773	693881	24250
1774	694227	23857
1775	694514	23463
1776	694883	23071
1777	695168	22677
1778	695468	22283
1779	695769	21889
1780	696098	21496
1781	696376	21102
1782	696738	20710
1783	697017	20316
1784	697313	19923
1785	697688	19532
1786	698006	19139
1787	698353	18747
1788	698656	18354
1789	698962	17962
1790	699270	17569
1791	699583	17177
1792	699872	16784
1793	700138	16391
1794	700494	16000
1795	700799	15608
1796	701081	15215
1797	701367	14823
1798	701706	14431
1799	701979	14039
1800	702307	13648
1801	702662	13257
1802	702933	12865
1803	703221	12473
1804	703554	12083
1805	703822	11691
1806	704098	11299
1807	704386	10908
1808	704696	10517
1809	705008	10127
1810	705305	9736
1811	705591	9345
1812	705905	8955
1813	706259	8565
1814	706527	8174
1815	706831	7784
1816	707127	7394
1817	707425	7004
1818	707732	6614
1819	708027	6224
1820	708322	5834
1821	708613	5444
1822	708916	5055
1823	709233	4666
1824	709540	4276
1825	709864	3887
1826	710142	3498
1827	710462	3109
1828	710764	2720
1829	711120	2331
1830	711393	1942
1831	711643	1553
1832	711865	1165
1833	712067	776
1834	712280	388
1835	712503	0
